survey_id,employee_id,survey_date,work_life_balance_score,manager_satisfaction_score,environment_satisfaction
14866,3348,2025-05-13,3.0,1.0,4.0
14867,3349,2022-05-08,3.0,,2.0
14868,3349,2023-07-11,4.0,2.0,5.0
14869,3349,2024-05-02,3.0,,1.0
14870,3349,2025-05-22,3.0,2.0,3.0
14871,3350,2019-06-30,2.0,4.0,3.0
14872,3350,2020-04-28,2.0,3.0,3.0
14873,3350,2021-05-05,,2.0,3.0
14874,3350,2022-05-23,2.0,2.0,2.0
14875,3350,2023-06-07,5.0,1.0,3.0
14876,3350,2024-07-09,,4.0,3.0
14877,3350,2025-06-30,2.0,2.0,4.0
14878,3351,2022-05-13,4.0,3.0,4.0
14879,3351,2023-06-03,3.0,,2.0
14880,3351,2024-04-29,3.0,2.0,1.0
14881,3351,2025-06-02,1.0,1.0,
14882,3352,2022-05-06,,1.0,2.0
14883,3352,2023-05-05,,,5.0
14884,3352,2024-06-17,5.0,1.0,4.0
14885,3352,2025-06-24,3.0,1.0,3.0
14886,3353,2023-06-19,2.0,4.0,3.0
14887,3353,2024-05-13,4.0,4.0,3.0
14888,3353,2025-04-28,3.0,4.0,4.0
14889,3354,2024-06-03,3.0,,3.0
14890,3354,2025-07-10,3.0,1.0,2.0
14891,3355,2020-07-04,3.0,,2.0
14892,3355,2021-06-14,3.0,2.0,3.0
14893,3355,2022-05-20,5.0,2.0,4.0
14894,3355,2023-06-09,3.0,3.0,3.0
14895,3355,2024-04-25,4.0,3.0,
14896,3355,2025-05-25,3.0,2.0,3.0
14897,3356,2021-06-18,2.0,,4.0
14898,3356,2022-05-04,2.0,1.0,2.0
14899,3356,2023-06-07,2.0,1.0,3.0
14900,3356,2024-07-10,2.0,2.0,3.0
14901,3356,2025-05-09,3.0,1.0,3.0
14902,3357,2022-05-08,1.0,,2.0
14903,3357,2023-05-07,,1.0,3.0
14904,3357,2024-04-23,1.0,1.0,2.0
14905,3358,2019-07-02,4.0,5.0,4.0
14906,3358,2020-06-17,4.0,4.0,4.0
14907,3358,2021-07-06,2.0,,2.0
14908,3358,2022-07-08,4.0,4.0,3.0
14909,3358,2023-06-03,3.0,4.0,3.0
14910,3358,2024-06-11,3.0,5.0,4.0
14911,3358,2025-06-18,4.0,4.0,3.0
14912,3359,2021-07-05,2.0,3.0,2.0
14913,3359,2022-07-06,3.0,4.0,2.0
14914,3359,2023-04-25,4.0,3.0,3.0
14915,3359,2024-05-08,3.0,3.0,3.0
14916,3359,2025-07-09,1.0,3.0,2.0
14917,3360,2019-07-06,2.0,5.0,3.0
14918,3360,2020-06-13,4.0,5.0,4.0
14919,3360,2021-06-29,5.0,4.0,4.0
14920,3360,2022-05-30,3.0,5.0,4.0
14921,3360,2023-06-06,2.0,3.0,4.0
14922,3360,2024-05-22,3.0,,3.0
14923,3360,2025-05-15,3.0,,2.0
14924,3361,2020-06-05,3.0,3.0,3.0
14925,3361,2021-07-07,4.0,3.0,4.0
14926,3361,2022-06-07,5.0,,1.0
14927,3361,2023-06-30,2.0,1.0,3.0
14928,3361,2024-05-13,5.0,1.0,3.0
14929,3361,2025-05-03,4.0,3.0,3.0
14930,3362,2020-04-29,2.0,4.0,5.0
14931,3362,2021-07-07,2.0,4.0,4.0
14932,3362,2022-05-19,2.0,4.0,4.0
14933,3362,2023-05-18,2.0,4.0,3.0
14934,3362,2024-04-25,2.0,4.0,2.0
14935,3362,2025-06-25,3.0,5.0,3.0
14936,3363,2020-04-22,2.0,4.0,3.0
14937,3363,2021-06-18,,4.0,
14938,3363,2022-06-12,4.0,2.0,
14939,3363,2023-05-27,2.0,,2.0
14940,3363,2024-05-08,3.0,5.0,4.0
14941,3363,2025-06-22,3.0,3.0,4.0
14942,3364,2020-06-12,2.0,1.0,3.0
14943,3364,2021-07-08,3.0,1.0,3.0
14944,3364,2022-07-05,,1.0,2.0
14945,3364,2023-06-24,3.0,1.0,4.0
14946,3364,2024-05-16,3.0,,4.0
14947,3364,2025-05-03,2.0,1.0,2.0
14948,3365,2020-05-30,3.0,5.0,5.0
14949,3365,2021-05-19,,5.0,3.0
14950,3365,2022-07-05,3.0,3.0,3.0
14951,3365,2023-06-30,3.0,4.0,4.0
14952,3365,2024-04-29,,5.0,3.0
14953,3365,2025-04-27,4.0,,4.0
14954,3366,2022-06-07,2.0,,1.0
14955,3366,2023-05-15,2.0,3.0,2.0
14956,3366,2024-06-30,1.0,1.0,2.0
14957,3366,2025-05-04,1.0,3.0,1.0
14958,3367,2020-05-18,5.0,4.0,4.0
14959,3367,2021-05-07,4.0,4.0,4.0
14960,3367,2022-07-02,3.0,4.0,2.0
14961,3367,2023-07-03,3.0,3.0,5.0
14962,3367,2024-05-11,3.0,2.0,4.0
14963,3367,2025-06-26,4.0,4.0,3.0
14964,3368,2022-05-01,4.0,3.0,1.0
14965,3368,2023-07-04,,4.0,2.0
14966,3368,2024-06-02,4.0,4.0,4.0
14967,3368,2025-05-10,,2.0,4.0
14968,3369,2024-07-03,,,3.0
14969,3369,2025-07-11,3.0,,3.0
14970,3370,2021-05-09,3.0,2.0,2.0
14971,3370,2022-06-03,3.0,4.0,2.0
14972,3370,2023-05-15,2.0,2.0,3.0
14973,3370,2024-06-05,2.0,3.0,3.0
14974,3370,2025-04-26,4.0,3.0,3.0
14975,3371,2022-06-28,4.0,4.0,4.0
14976,3371,2023-06-05,2.0,4.0,4.0
14977,3371,2024-05-24,,,3.0
14978,3371,2025-05-13,2.0,4.0,2.0
14979,3372,2023-04-25,3.0,4.0,4.0
14980,3373,2022-05-02,3.0,3.0,4.0
14981,3373,2023-06-27,3.0,2.0,3.0
14982,3373,2024-06-03,,2.0,3.0
14983,3373,2025-06-29,2.0,1.0,1.0
14984,3374,2022-06-13,3.0,3.0,3.0
14985,3374,2023-06-18,3.0,4.0,4.0
14986,3374,2024-04-24,4.0,4.0,4.0
14987,3374,2025-06-04,3.0,,2.0
14988,3375,2022-06-24,2.0,,3.0
14989,3375,2023-05-09,3.0,2.0,3.0
14990,3375,2024-05-23,2.0,,4.0
14991,3375,2025-05-29,5.0,3.0,4.0
14992,3376,2020-05-18,5.0,5.0,3.0
14993,3376,2021-06-28,5.0,4.0,3.0
14994,3376,2022-06-28,4.0,,
14995,3376,2023-07-02,,4.0,3.0
14996,3376,2024-04-27,3.0,4.0,3.0
14997,3376,2025-06-22,5.0,2.0,3.0
14998,3377,2023-06-17,4.0,1.0,2.0
14999,3377,2024-07-08,4.0,2.0,5.0
15000,3377,2025-05-15,4.0,3.0,2.0
15001,3378,2022-07-06,3.0,3.0,3.0
15002,3378,2023-04-22,3.0,3.0,5.0
15003,3378,2024-07-06,2.0,4.0,4.0
15004,3378,2025-05-08,3.0,2.0,
15005,3379,2023-04-26,3.0,2.0,4.0
15006,3379,2024-05-10,1.0,3.0,1.0
15007,3379,2025-06-15,,1.0,1.0
15008,3380,2020-06-22,2.0,4.0,3.0
15009,3380,2021-04-25,1.0,2.0,3.0
15010,3380,2022-06-05,3.0,3.0,3.0
15011,3380,2023-05-12,3.0,3.0,2.0
15012,3380,2024-06-30,2.0,2.0,3.0
15013,3380,2025-04-27,,2.0,2.0
15014,3381,2021-04-29,,2.0,3.0
15015,3381,2022-05-08,2.0,2.0,3.0
15016,3381,2023-07-01,4.0,3.0,3.0
15017,3381,2024-05-04,3.0,,3.0
15018,3381,2025-06-06,3.0,,4.0
15019,3382,2022-06-12,4.0,3.0,3.0
15020,3382,2023-07-07,4.0,5.0,4.0
15021,3382,2024-05-16,3.0,2.0,4.0
15022,3382,2025-05-17,4.0,4.0,5.0
15023,3383,2019-07-10,3.0,5.0,3.0
15024,3383,2020-06-29,2.0,3.0,2.0
15025,3383,2021-06-14,2.0,3.0,3.0
15026,3383,2022-05-29,4.0,5.0,2.0
15027,3383,2023-05-15,2.0,,4.0
15028,3383,2024-05-31,1.0,5.0,3.0
15029,3383,2025-06-20,3.0,4.0,3.0
15030,3384,2021-06-23,2.0,5.0,3.0
15031,3384,2022-07-08,4.0,5.0,4.0
15032,3384,2023-05-10,3.0,2.0,2.0
15033,3384,2024-04-28,4.0,4.0,3.0
15034,3384,2025-05-20,,4.0,3.0
15035,3385,2019-06-15,4.0,1.0,2.0
15036,3385,2020-06-06,4.0,3.0,
15037,3385,2021-05-17,4.0,3.0,1.0
15038,3385,2022-04-30,3.0,2.0,4.0
15039,3385,2023-07-03,3.0,1.0,3.0
15040,3385,2024-06-12,,2.0,3.0
15041,3385,2025-04-27,2.0,3.0,4.0
15042,3386,2020-06-15,,2.0,5.0
15043,3386,2021-05-03,2.0,3.0,1.0
15044,3387,2021-06-05,3.0,4.0,3.0
15045,3387,2022-04-24,4.0,3.0,4.0
15046,3387,2023-04-27,2.0,2.0,2.0
15047,3387,2024-06-30,4.0,3.0,1.0
15048,3387,2025-06-27,3.0,3.0,3.0
15049,3388,2024-07-02,2.0,2.0,
15050,3388,2025-05-24,1.0,4.0,4.0
15051,3389,2019-07-07,4.0,3.0,4.0
15052,3389,2020-04-24,2.0,4.0,2.0
15053,3389,2021-05-13,3.0,5.0,3.0
15054,3389,2022-07-01,3.0,3.0,3.0
15055,3389,2023-05-06,,5.0,2.0
15056,3389,2024-06-26,5.0,4.0,2.0
15057,3389,2025-06-10,2.0,,3.0
15058,3390,2020-05-24,3.0,,2.0
15059,3390,2021-05-22,5.0,4.0,2.0
15060,3390,2022-06-20,4.0,3.0,3.0
15061,3390,2023-04-26,2.0,3.0,3.0
15062,3390,2024-05-29,2.0,4.0,3.0
15063,3390,2025-05-04,2.0,4.0,2.0
15064,3391,2023-05-05,5.0,4.0,4.0
15065,3391,2024-06-07,2.0,3.0,1.0
15066,3391,2025-05-16,1.0,2.0,2.0
15067,3392,2021-06-15,2.0,5.0,3.0
15068,3392,2022-06-04,2.0,3.0,3.0
15069,3392,2023-05-24,1.0,5.0,3.0
15070,3392,2024-06-16,2.0,4.0,2.0
15071,3392,2025-06-21,1.0,,3.0
15072,3393,2023-06-02,3.0,2.0,3.0
15073,3393,2024-05-13,3.0,,3.0
15074,3393,2025-06-15,3.0,1.0,3.0
15075,3394,2023-06-03,2.0,5.0,2.0
15076,3394,2024-06-12,5.0,4.0,4.0
15077,3394,2025-05-17,2.0,4.0,2.0
15078,3395,2019-06-13,3.0,3.0,4.0
15079,3395,2020-06-06,4.0,2.0,3.0
15080,3395,2021-06-06,4.0,2.0,3.0
15081,3396,2024-05-16,4.0,4.0,4.0
15082,3396,2025-06-13,3.0,5.0,3.0
15083,3397,2020-06-27,5.0,4.0,3.0
15084,3397,2021-06-12,2.0,3.0,4.0
15085,3397,2022-05-31,3.0,,4.0
15086,3397,2023-05-30,3.0,3.0,2.0
15087,3397,2024-06-12,1.0,1.0,4.0
15088,3397,2025-06-20,1.0,2.0,2.0
15089,3398,2021-05-30,4.0,2.0,4.0
15090,3398,2022-04-26,3.0,3.0,3.0
15091,3398,2023-05-29,4.0,1.0,3.0
15092,3398,2024-05-27,2.0,,4.0
15093,3398,2025-06-26,4.0,3.0,3.0
15094,3399,2022-07-08,,4.0,2.0
15095,3399,2023-04-30,3.0,,3.0
15096,3399,2024-05-06,2.0,3.0,2.0
15097,3399,2025-05-21,2.0,3.0,
15098,3400,2019-05-09,3.0,,4.0
15099,3400,2020-04-27,3.0,,3.0
15100,3400,2021-05-26,3.0,3.0,4.0
15101,3400,2022-05-26,2.0,2.0,4.0
15102,3400,2023-06-16,3.0,3.0,4.0
15103,3400,2024-05-20,5.0,2.0,5.0
15104,3400,2025-05-28,2.0,2.0,4.0
15105,3401,2023-06-21,1.0,1.0,3.0
15106,3401,2024-04-22,3.0,1.0,
15107,3401,2025-04-29,1.0,,4.0
15108,3402,2020-04-23,4.0,1.0,3.0
15109,3402,2021-07-10,3.0,4.0,5.0
15110,3402,2022-05-02,5.0,4.0,3.0
15111,3402,2023-06-12,4.0,3.0,2.0
15112,3402,2024-04-26,5.0,4.0,1.0
15113,3402,2025-07-02,4.0,4.0,5.0
15114,3403,2019-06-26,3.0,5.0,
15115,3403,2020-06-26,5.0,2.0,2.0
15116,3403,2021-05-26,3.0,2.0,3.0
15117,3403,2022-06-01,4.0,4.0,3.0
15118,3403,2023-07-11,2.0,3.0,3.0
15119,3403,2024-05-06,3.0,3.0,4.0
15120,3403,2025-06-08,,5.0,3.0
15121,3404,2022-05-03,2.0,4.0,
15122,3404,2023-05-19,3.0,,2.0
15123,3404,2024-05-15,,2.0,2.0
15124,3404,2025-05-19,1.0,3.0,3.0
15125,3405,2024-05-19,2.0,3.0,1.0
15126,3405,2025-06-01,3.0,3.0,4.0
15127,3406,2023-07-06,4.0,3.0,
15128,3406,2024-06-14,,,3.0
15129,3406,2025-05-23,4.0,1.0,4.0
15130,3407,2022-06-01,5.0,2.0,3.0
15131,3407,2023-06-10,2.0,3.0,3.0
15132,3407,2024-07-04,3.0,2.0,3.0
15133,3407,2025-07-11,3.0,3.0,5.0
15134,3408,2019-05-08,3.0,3.0,4.0
15135,3408,2020-06-28,2.0,3.0,2.0
15136,3408,2021-04-28,2.0,4.0,3.0
15137,3408,2022-04-28,2.0,2.0,2.0
15138,3408,2023-05-18,,3.0,3.0
15139,3408,2024-06-07,2.0,3.0,4.0
15140,3408,2025-07-11,4.0,4.0,2.0
15141,3409,2021-06-03,4.0,2.0,3.0
15142,3409,2022-05-16,4.0,3.0,3.0
15143,3409,2023-06-30,2.0,1.0,3.0
15144,3409,2024-04-28,5.0,1.0,
15145,3409,2025-07-03,5.0,3.0,4.0
15146,3410,2022-06-18,3.0,2.0,
15147,3410,2023-07-01,3.0,2.0,3.0
15148,3410,2024-05-27,,1.0,3.0
15149,3410,2025-06-15,3.0,,2.0
15150,3411,2020-05-04,2.0,2.0,3.0
15151,3411,2021-06-04,1.0,3.0,5.0
15152,3411,2022-06-27,3.0,2.0,3.0
15153,3411,2023-06-28,,2.0,3.0
15154,3411,2024-07-02,3.0,3.0,5.0
15155,3411,2025-06-29,3.0,3.0,3.0
15156,3412,2019-05-15,3.0,3.0,3.0
15157,3412,2020-04-30,1.0,3.0,2.0
15158,3412,2021-06-28,,5.0,3.0
15159,3412,2022-05-02,1.0,3.0,3.0
15160,3412,2023-04-22,,2.0,2.0
15161,3412,2024-05-05,3.0,3.0,4.0
15162,3412,2025-06-27,3.0,1.0,3.0
15163,3413,2019-07-01,1.0,2.0,
15164,3413,2020-05-15,3.0,2.0,5.0
15165,3413,2021-06-11,1.0,2.0,4.0
15166,3413,2022-04-25,3.0,2.0,3.0
15167,3413,2023-07-11,2.0,2.0,3.0
15168,3413,2024-07-10,3.0,2.0,3.0
15169,3413,2025-06-15,2.0,,3.0
15170,3414,2024-06-10,5.0,,2.0
15171,3414,2025-07-11,,3.0,1.0
15172,3415,2023-07-08,2.0,2.0,4.0
15173,3415,2024-07-07,3.0,,3.0
15174,3415,2025-06-12,5.0,4.0,2.0
15175,3416,2019-05-21,5.0,3.0,4.0
15176,3416,2020-05-22,4.0,4.0,4.0
15177,3416,2021-05-21,4.0,3.0,1.0
15178,3416,2022-07-11,2.0,3.0,5.0
15179,3416,2023-06-03,4.0,2.0,5.0
15180,3416,2024-05-20,,2.0,3.0
15181,3416,2025-05-15,5.0,3.0,3.0
15182,3417,2023-04-28,1.0,1.0,2.0
15183,3417,2024-07-03,1.0,2.0,3.0
15184,3417,2025-05-09,2.0,1.0,1.0
15185,3418,2020-07-07,1.0,4.0,3.0
15186,3418,2021-04-22,3.0,3.0,3.0
15187,3418,2022-05-01,3.0,4.0,3.0
15188,3418,2023-07-10,3.0,4.0,4.0
15189,3418,2024-06-15,1.0,2.0,1.0
15190,3418,2025-04-25,3.0,5.0,3.0
15191,3419,2021-05-02,2.0,4.0,2.0
15192,3419,2022-06-23,2.0,4.0,4.0
15193,3419,2023-06-09,4.0,3.0,2.0
15194,3420,2020-07-04,3.0,4.0,4.0
15195,3420,2021-05-01,1.0,4.0,1.0
15196,3420,2022-05-11,3.0,,
15197,3420,2023-05-16,3.0,4.0,
15198,3420,2024-04-27,2.0,5.0,4.0
15199,3420,2025-06-19,3.0,3.0,4.0
15200,3421,2023-05-19,,1.0,2.0
15201,3421,2024-07-06,,,1.0
15202,3421,2025-05-02,1.0,2.0,1.0
15203,3422,2021-04-30,3.0,1.0,
15204,3422,2022-04-22,4.0,1.0,3.0
15205,3422,2023-05-20,4.0,1.0,2.0
15206,3422,2024-05-23,2.0,1.0,3.0
15207,3422,2025-07-09,1.0,1.0,3.0
15208,3423,2022-05-14,4.0,4.0,3.0
15209,3423,2023-06-06,,5.0,2.0
15210,3423,2024-05-27,3.0,,2.0
15211,3423,2025-04-25,1.0,3.0,2.0
15212,3424,2021-04-23,2.0,,3.0
15213,3424,2022-07-01,3.0,5.0,2.0
15214,3424,2023-07-01,2.0,5.0,3.0
15215,3424,2024-05-21,4.0,5.0,3.0
15216,3424,2025-06-20,2.0,5.0,4.0
15217,3425,2022-04-26,4.0,5.0,3.0
15218,3425,2023-04-23,,4.0,4.0
15219,3426,2023-05-20,3.0,4.0,5.0
15220,3426,2024-05-06,,3.0,4.0
15221,3426,2025-06-15,1.0,,2.0
15222,3427,2019-05-05,4.0,5.0,2.0
15223,3427,2020-07-02,4.0,3.0,2.0
15224,3427,2021-06-08,2.0,,3.0
15225,3427,2022-06-25,2.0,2.0,1.0
15226,3427,2023-05-03,2.0,3.0,4.0
15227,3427,2024-05-25,3.0,3.0,3.0
15228,3427,2025-05-21,2.0,3.0,3.0
15229,3428,2020-06-13,3.0,3.0,3.0
15230,3428,2021-06-07,4.0,3.0,4.0
15231,3428,2022-06-15,2.0,3.0,3.0
15232,3428,2023-06-05,4.0,,3.0
15233,3428,2024-07-08,3.0,4.0,5.0
15234,3428,2025-07-08,3.0,5.0,2.0
15235,3429,2020-06-05,3.0,3.0,3.0
15236,3429,2021-06-29,2.0,,2.0
15237,3429,2022-06-16,3.0,4.0,
15238,3429,2023-05-31,3.0,5.0,
15239,3429,2024-05-02,4.0,4.0,3.0
15240,3429,2025-05-16,2.0,,3.0
15241,3430,2020-05-27,5.0,4.0,4.0
15242,3430,2021-07-01,,4.0,
15243,3430,2022-07-10,,5.0,4.0
15244,3430,2023-07-02,,3.0,5.0
15245,3430,2024-04-26,4.0,5.0,5.0
15246,3430,2025-07-04,5.0,,5.0
15247,3431,2022-05-24,3.0,3.0,4.0
15248,3431,2023-05-26,,,3.0
15249,3431,2024-07-04,2.0,4.0,4.0
15250,3431,2025-06-21,2.0,,3.0
15251,3432,2020-04-29,2.0,3.0,2.0
15252,3432,2021-06-17,4.0,4.0,3.0
15253,3432,2022-05-07,3.0,5.0,4.0
15254,3432,2023-07-08,,3.0,2.0
15255,3432,2024-06-26,1.0,2.0,3.0
15256,3432,2025-04-29,,3.0,2.0
15257,3433,2024-06-03,4.0,2.0,2.0
15258,3433,2025-05-05,2.0,3.0,2.0
15259,3434,2021-06-19,2.0,2.0,4.0
15260,3434,2022-05-20,3.0,2.0,3.0
15261,3434,2023-06-17,3.0,,2.0
15262,3434,2024-05-05,4.0,3.0,2.0
15263,3434,2025-05-04,1.0,3.0,3.0
15264,3435,2022-06-29,4.0,5.0,2.0
15265,3435,2023-06-27,3.0,4.0,
15266,3435,2024-05-12,1.0,3.0,1.0
15267,3435,2025-05-09,1.0,3.0,1.0
15268,3436,2022-05-01,,4.0,3.0
15269,3436,2023-06-28,2.0,4.0,4.0
15270,3436,2024-06-23,3.0,3.0,2.0
15271,3436,2025-07-05,4.0,4.0,3.0
15272,3437,2019-06-06,4.0,2.0,2.0
15273,3437,2020-06-12,2.0,2.0,5.0
15274,3437,2021-06-08,5.0,2.0,4.0
15275,3437,2022-07-11,4.0,4.0,4.0
15276,3437,2023-05-10,2.0,,2.0
15277,3437,2024-06-04,,,5.0
15278,3437,2025-06-24,,3.0,5.0
15279,3438,2021-05-18,4.0,,3.0
15280,3438,2022-05-31,,2.0,
15281,3438,2023-06-29,2.0,3.0,4.0
15282,3438,2024-05-19,3.0,3.0,3.0
15283,3438,2025-04-28,2.0,2.0,2.0
15284,3439,2020-04-26,5.0,4.0,2.0
15285,3439,2021-05-08,4.0,,2.0
15286,3439,2022-05-11,5.0,,4.0
15287,3439,2023-06-24,5.0,3.0,3.0
15288,3439,2024-05-15,4.0,3.0,4.0
15289,3439,2025-05-28,3.0,2.0,1.0
15290,3440,2023-07-06,3.0,4.0,3.0
15291,3440,2024-05-31,2.0,4.0,3.0
15292,3440,2025-06-22,1.0,4.0,3.0
15293,3441,2019-06-16,,1.0,1.0
15294,3441,2020-06-10,3.0,,1.0
15295,3441,2021-07-01,,4.0,2.0
15296,3441,2022-05-27,3.0,2.0,3.0
15297,3441,2023-05-26,4.0,,1.0
15298,3441,2024-05-25,3.0,1.0,3.0
15299,3441,2025-06-21,3.0,2.0,5.0
15300,3442,2022-06-15,2.0,1.0,1.0
15301,3442,2023-05-07,4.0,1.0,2.0
15302,3442,2024-04-28,3.0,3.0,2.0
15303,3442,2025-06-30,3.0,2.0,3.0
15304,3443,2021-05-24,2.0,3.0,1.0
15305,3443,2022-06-01,5.0,,5.0
15306,3443,2023-07-09,4.0,2.0,3.0
15307,3443,2024-05-15,3.0,3.0,2.0
15308,3443,2025-04-28,1.0,3.0,3.0
15309,3444,2023-04-23,4.0,4.0,3.0
15310,3444,2024-05-20,1.0,3.0,3.0
15311,3444,2025-06-30,2.0,4.0,3.0
15312,3445,2023-05-23,4.0,2.0,3.0
15313,3445,2024-07-04,4.0,1.0,4.0
15314,3445,2025-06-11,5.0,2.0,3.0
15315,3446,2020-06-18,3.0,3.0,4.0
15316,3446,2021-05-08,,2.0,2.0
15317,3446,2022-05-07,3.0,2.0,3.0
15318,3446,2023-06-07,1.0,,2.0
15319,3446,2024-06-15,,1.0,
15320,3446,2025-05-12,1.0,2.0,1.0
15321,3447,2023-06-27,4.0,1.0,3.0
15322,3447,2024-05-08,2.0,3.0,4.0
15323,3447,2025-05-16,4.0,3.0,2.0
15324,3448,2023-04-28,1.0,1.0,2.0
15325,3448,2024-06-19,1.0,1.0,1.0
15326,3448,2025-06-11,1.0,1.0,1.0
15327,3449,2022-04-24,4.0,1.0,3.0
15328,3449,2023-06-27,4.0,,2.0
15329,3449,2024-05-11,3.0,1.0,4.0
15330,3449,2025-06-21,3.0,1.0,1.0
15331,3450,2021-05-22,4.0,4.0,3.0
15332,3450,2022-06-22,4.0,4.0,4.0
15333,3450,2023-04-29,4.0,2.0,5.0
15334,3450,2024-06-24,3.0,4.0,3.0
15335,3450,2025-06-22,,3.0,3.0
15336,3451,2022-05-30,2.0,4.0,5.0
15337,3451,2023-05-24,3.0,5.0,2.0
15338,3451,2024-06-16,4.0,5.0,4.0
15339,3451,2025-06-17,4.0,5.0,4.0
15340,3452,2022-06-30,5.0,,3.0
15341,3452,2023-05-31,4.0,2.0,3.0
15342,3452,2024-06-10,4.0,,3.0
15343,3452,2025-06-03,3.0,1.0,3.0
15344,3453,2023-05-18,3.0,4.0,
15345,3453,2024-05-22,3.0,4.0,3.0
15346,3453,2025-06-16,2.0,3.0,2.0
15347,3454,2021-05-24,4.0,2.0,2.0
15348,3454,2022-06-17,1.0,1.0,3.0
15349,3454,2023-06-17,4.0,2.0,3.0
15350,3454,2024-05-27,2.0,2.0,3.0
15351,3454,2025-07-10,4.0,2.0,3.0
15352,3455,2019-04-22,4.0,5.0,4.0
15353,3455,2020-05-06,5.0,5.0,3.0
15354,3455,2021-05-03,5.0,5.0,2.0
15355,3455,2022-05-30,4.0,5.0,4.0
15356,3455,2023-07-04,5.0,5.0,4.0
15357,3455,2024-04-28,5.0,3.0,2.0
15358,3455,2025-06-16,4.0,5.0,5.0
15359,3456,2023-05-19,3.0,4.0,4.0
15360,3456,2024-04-28,3.0,3.0,1.0
15361,3456,2025-05-20,3.0,3.0,2.0
15362,3457,2019-04-28,2.0,5.0,3.0
15363,3457,2020-05-08,3.0,3.0,3.0
15364,3457,2021-05-07,,,2.0
15365,3457,2022-05-29,2.0,3.0,4.0
15366,3457,2023-04-26,3.0,4.0,2.0
15367,3457,2024-07-05,3.0,3.0,2.0
15368,3457,2025-06-16,2.0,5.0,4.0
15369,3458,2022-06-14,3.0,,3.0
15370,3458,2023-05-26,2.0,2.0,1.0
15371,3458,2024-04-30,2.0,1.0,3.0
15372,3458,2025-07-09,1.0,1.0,2.0
15373,3459,2019-05-25,3.0,3.0,4.0
15374,3459,2020-05-19,3.0,2.0,2.0
15375,3459,2021-05-31,,,3.0
15376,3459,2022-05-13,2.0,4.0,2.0
15377,3459,2023-05-03,4.0,3.0,3.0
15378,3459,2024-05-01,3.0,4.0,3.0
15379,3459,2025-05-26,2.0,4.0,2.0
15380,3460,2021-05-09,4.0,2.0,4.0
15381,3460,2022-05-19,5.0,3.0,
15382,3460,2023-07-07,3.0,1.0,3.0
15383,3460,2024-04-25,3.0,2.0,5.0
15384,3460,2025-06-19,4.0,4.0,4.0
15385,3461,2020-06-22,3.0,4.0,3.0
15386,3461,2021-06-13,3.0,5.0,4.0
15387,3461,2022-05-05,3.0,4.0,4.0
15388,3461,2023-07-11,,4.0,3.0
15389,3462,2024-06-13,,4.0,3.0
15390,3462,2025-05-21,0.0,3.0,3.0
15391,3463,2022-05-05,3.0,3.0,5.0
15392,3463,2023-04-30,3.0,4.0,2.0
15393,3463,2024-06-01,3.0,3.0,3.0
15394,3463,2025-07-04,,2.0,2.0
15395,3464,2021-07-03,3.0,1.0,2.0
15396,3464,2022-06-02,3.0,1.0,4.0
15397,3465,2024-04-30,3.0,4.0,3.0
15398,3465,2025-05-17,2.0,5.0,1.0
15399,3466,2021-06-10,3.0,4.0,3.0
15400,3466,2022-07-06,,,1.0
15401,3466,2023-05-22,3.0,4.0,1.0
15402,3466,2024-07-03,1.0,,2.0
15403,3466,2025-07-06,1.0,4.0,2.0
15404,3467,2020-05-23,4.0,4.0,3.0
15405,3467,2021-06-13,,4.0,2.0
15406,3467,2022-05-17,4.0,3.0,4.0
15407,3467,2023-05-15,3.0,2.0,4.0
15408,3467,2024-04-29,2.0,2.0,2.0
15409,3467,2025-05-19,1.0,3.0,1.0
15410,3468,2020-06-03,4.0,3.0,3.0
15411,3468,2021-06-22,5.0,2.0,2.0
15412,3468,2022-05-13,4.0,2.0,3.0
15413,3468,2023-05-01,5.0,3.0,2.0
15414,3468,2024-05-18,5.0,2.0,3.0
15415,3468,2025-05-15,5.0,3.0,2.0
15416,3469,2024-05-27,,,
15417,3469,2025-06-19,2.0,,1.0
15418,3470,2019-05-05,5.0,4.0,3.0
15419,3470,2020-05-25,2.0,3.0,2.0
15420,3470,2021-05-30,3.0,2.0,4.0
15421,3470,2022-06-30,3.0,2.0,3.0
15422,3470,2023-06-26,3.0,3.0,2.0
15423,3470,2024-06-19,4.0,2.0,3.0
15424,3470,2025-06-30,4.0,2.0,3.0
15425,3471,2022-05-24,4.0,1.0,2.0
15426,3471,2023-06-04,5.0,1.0,3.0
15427,3471,2024-07-09,2.0,1.0,3.0
15428,3471,2025-07-01,3.0,1.0,3.0
15429,3472,2022-05-03,3.0,3.0,2.0
15430,3472,2023-06-28,3.0,3.0,3.0
15431,3472,2024-05-22,3.0,,4.0
15432,3472,2025-05-12,4.0,4.0,2.0
15433,3473,2021-05-13,2.0,2.0,3.0
15434,3473,2022-04-24,2.0,1.0,3.0
15435,3473,2023-06-04,2.0,,2.0
15436,3473,2024-07-10,2.0,1.0,3.0
15437,3473,2025-06-25,2.0,,2.0
15438,3474,2024-05-11,3.0,4.0,2.0
15439,3474,2025-06-27,3.0,,3.0
15440,3475,2020-07-05,2.0,1.0,3.0
15441,3475,2021-05-12,2.0,1.0,2.0
15442,3475,2022-05-14,4.0,1.0,5.0
15443,3475,2023-06-04,2.0,1.0,3.0
