compensation_id,employee_id,effective_date,monthly_salary_egp,annual_bonus_egp,stock_options
9895,2231,2024-04-04,46697.98,4210.41,97
9896,2231,2025-10-12,46156.59,16616.38,118
9897,2232,2022-06-28,52429.24,2237.21,132
9898,2232,2023-04-20,55537.19,10969.21,325
9899,2232,2024-06-02,57092.39,22847.9,202
9900,2232,2025-01-27,60062.87,33010.43,125
9901,2233,2021-06-26,21818.09,0.0,9
9902,2233,2022-10-03,22752.46,1958.44,0
9903,2234,2021-10-24,34680.35,0.0,188
9904,2234,2022-04-12,38486.33,24898.63,110
9905,2234,2023-01-15,41883.05,9733.62,449
9906,2234,2024-01-13,47685.03,29887.05,59
9907,2234,2025-10-08,58451.59,43670.56,320
9908,2235,2019-07-10,11202.93,3962.49,0
9909,2235,2020-01-16,10981.95,505.82,0
9910,2235,2021-10-11,10786.34,0.0,0
9911,2235,2022-06-04,11009.82,871.01,0
9912,2235,2023-04-24,10789.54,975.33,0
9913,2235,2024-04-10,10341.47,711.41,0
9914,2235,2025-01-06,10086.49,734.01,0
9915,2236,2019-03-24,74391.08,16138.94,163
9916,2236,2020-10-13,78272.19,29775.73,482
9917,2236,2021-01-14,95524.91,15827.01,127
9918,2236,2022-07-18,96516.83,22280.47,124
9919,2236,2023-01-18,99418.6,4298.39,263
9920,2236,2024-07-01,101623.16,12819.27,142
9921,2236,2025-10-01,102658.79,45429.52,276
9922,2237,2023-10-01,9901.8,3852.78,0
9923,2237,2024-10-13,10426.03,8070.72,0
9924,2237,2025-04-02,10999.62,3180.03,0
9925,2238,2019-10-15,38829.45,16885.39,32
9926,2238,2020-01-01,37296.71,2283.78,278
9927,2238,2021-10-08,36896.85,5347.2,70
9928,2238,2022-01-01,39399.93,1064.8,13
9929,2238,2023-01-28,40756.22,11779.61,209
9930,2238,2024-10-21,42909.21,3422.21,304
9931,2238,2025-10-25,43861.02,3893.31,22
9932,2239,2020-03-27,75092.31,13404.6,129
9933,2239,2021-06-15,77758.42,31944.94,435
9934,2239,2022-01-27,80638.64,62221.53,433
9935,2239,2023-10-28,82811.45,38088.56,255
9936,2239,2024-03-10,89504.33,44556.29,306
9937,2239,2025-10-13,100043.93,20548.17,508
9938,2240,2023-01-01,98000.0,24697.72,204
9939,2240,2024-10-13,107316.14,45342.4,270
9940,2240,2025-01-12,112707.28,40293.69,290
9941,2241,2023-01-22,22964.68,2986.82,29
9942,2241,2024-07-16,24454.15,3974.67,0
9943,2242,2020-10-24,65234.32,0.0,242
9944,2242,2021-01-25,64690.25,27157.02,379
9945,2242,2022-07-01,66693.12,8129.01,694
9946,2242,2023-01-15,68420.6,2731.31,346
9947,2242,2024-01-26,69322.15,3702.24,964
9948,2242,2025-01-18,71688.52,6124.33,252
9949,2243,2019-10-13,21811.09,5099.8,0
9950,2243,2020-10-10,21673.46,1351.5,0
9951,2243,2021-10-04,21457.87,0.0,0
9952,2243,2022-01-19,21205.03,1937.05,20
9953,2243,2023-10-25,22317.43,407.51,33
9954,2243,2024-06-16,21951.99,4263.09,0
9955,2243,2025-10-02,22190.73,5007.87,0
9956,2244,2024-01-19,11220.25,1736.1,0
9957,2244,2025-03-24,11727.17,1354.4,0
9958,2245,2024-10-15,79595.31,901.88,371
9959,2245,2025-07-05,77608.85,13128.74,357
9960,2246,2019-07-15,10842.33,3645.15,0
9961,2246,2020-03-13,10832.34,0.0,36
9962,2246,2021-01-01,10661.08,0.0,0
9963,2246,2022-10-17,11615.27,3075.23,0
9964,2246,2023-01-27,12001.76,6573.06,28
9965,2246,2024-10-10,12971.27,3440.13,0
9966,2246,2025-10-23,13533.31,5794.63,0
9967,2247,2021-01-13,14341.03,4804.86,0
9968,2247,2022-01-05,18058.53,9574.49,0
9969,2247,2023-06-26,19780.35,6200.55,0
9970,2247,2024-10-09,24467.92,11321.91,0
9971,2247,2025-01-12,30589.07,5119.46,0
9972,2248,2024-01-23,19037.19,10020.41,0
9973,2248,2025-01-20,19770.48,6161.52,0
9974,2249,2022-10-24,11442.22,4924.76,0
9975,2249,2023-04-11,12382.41,8952.12,0
9976,2249,2024-01-07,12207.41,10001.77,0
9977,2249,2025-10-05,13123.79,9058.88,0
9978,2250,2023-10-25,14650.0,7448.83,27
9979,2250,2024-07-10,14744.8,4166.13,0
9980,2250,2025-01-28,15647.18,2134.07,0
9981,2251,2023-01-04,19241.47,10542.43,0
9982,2252,2022-01-17,38302.14,1446.59,412
9983,2252,2023-01-19,39066.68,2515.52,29
9984,2252,2024-03-01,38714.71,18862.44,118
9985,2252,2025-10-21,37391.36,1101.64,131
9986,2253,2021-10-14,13215.01,5772.26,0
9987,2253,2022-04-10,13219.17,3119.68,0
9988,2253,2023-01-21,13201.01,4646.68,0
9989,2253,2024-06-15,13163.56,2491.09,0
9990,2253,2025-10-08,14514.32,1568.95,18
9991,2254,2021-10-26,8700.0,0.0,0
9992,2254,2022-01-17,9225.93,6573.01,0
9993,2254,2023-07-19,9759.26,4896.95,2
9994,2254,2024-01-24,11775.28,7225.7,0
9995,2254,2025-01-24,14473.03,4135.73,0
9996,2255,2020-01-11,150805.93,0.0,947
9997,2255,2021-07-05,150971.38,66284.68,477
9998,2255,2022-01-11,153592.06,65462.72,261
9999,2255,2023-10-08,152983.1,47896.66,563
10000,2255,2024-10-25,159705.94,54696.38,646
10001,2256,2020-01-27,28500.0,15512.43,439
10002,2256,2021-06-04,28571.96,2895.66,264
10003,2256,2022-10-03,31122.86,3765.99,465
10004,2256,2023-04-22,31669.6,3367.4,95
10005,2256,2024-10-06,32200.59,2173.82,215
10006,2256,2025-10-11,32843.82,2157.85,388
10007,2257,2024-03-28,11294.0,11013.36,0
10008,2257,2025-10-13,12328.14,7671.62,0
10009,2258,2020-01-20,21262.74,2461.46,0
10010,2258,2021-10-23,21740.64,2680.0,0
10011,2258,2022-03-22,23662.61,10543.49,0
10012,2258,2023-10-02,23912.44,9525.67,0
10013,2258,2024-10-13,25783.75,11564.97,0
10014,2258,2025-06-02,31723.82,9510.8,0
10015,2259,2021-01-27,12471.1,1250.44,0
10016,2259,2022-03-25,12655.73,1821.48,0
10017,2259,2023-06-04,13334.45,2619.98,0
10018,2259,2024-10-01,13724.5,2388.58,13
10019,2259,2025-07-03,13487.94,793.6,0
10020,2260,2020-06-21,19024.53,9584.44,0
10021,2260,2021-04-02,22490.76,3525.46,31
10022,2260,2022-06-14,23096.63,3984.42,0
10023,2260,2023-06-01,23621.28,22660.5,0
10024,2260,2024-01-20,25549.52,6340.62,0
10025,2261,2021-01-23,36520.29,0.0,51
10026,2261,2022-03-02,43051.38,10430.52,140
10027,2261,2023-06-01,52981.82,23111.47,54
10028,2261,2024-01-01,63788.98,39937.21,116
10029,2261,2025-10-18,66276.8,38259.43,127
10030,2262,2019-07-03,10814.54,2058.57,0
10031,2262,2020-10-11,10893.49,3135.62,0
10032,2262,2021-04-21,10882.88,2737.76,0
10033,2262,2022-10-11,11139.25,2800.44,10
10034,2262,2023-06-25,11950.97,4736.94,0
10035,2262,2024-10-16,13353.42,1394.31,0
10036,2262,2025-10-03,13958.49,5340.78,25
10037,2263,2020-01-25,20146.03,2860.24,0
10038,2263,2021-10-13,20325.89,9728.58,0
10039,2263,2022-06-18,19447.07,1292.71,0
10040,2263,2023-01-15,19896.53,1403.31,0
10041,2263,2024-10-14,20673.33,2864.37,0
10042,2263,2025-03-26,20679.88,1090.7,29
10043,2264,2020-10-19,11434.72,0.0,0
10044,2264,2021-06-04,11422.17,0.0,0
10045,2264,2022-10-25,12024.2,1492.54,0
10046,2264,2023-06-03,12688.2,2319.27,0
10047,2264,2024-03-22,13207.32,2567.02,0
10048,2264,2025-10-19,13475.23,6021.67,0
10049,2265,2019-10-16,42651.22,10078.36,36
10050,2265,2020-07-09,41923.69,7774.49,105
10051,2265,2021-01-08,41033.98,0.0,158
10052,2265,2022-10-17,40193.45,9217.08,173
10053,2265,2023-10-02,39692.9,20622.87,487
10054,2265,2024-03-21,41495.74,7721.83,282
10055,2265,2025-01-16,40607.55,8327.07,230
10056,2266,2020-10-21,10424.0,0.0,0
10057,2266,2021-01-01,10630.41,2969.1,0
10058,2266,2022-03-12,10120.43,4297.07,0
10059,2266,2023-10-18,10170.83,2201.67,0
10060,2266,2024-01-16,9693.61,4376.0,0
10061,2266,2025-01-15,10075.89,5166.69,0
10062,2267,2020-10-15,18452.41,6841.44,0
10063,2267,2021-01-18,20912.38,17870.64,0
10064,2267,2022-06-18,21533.0,11469.46,0
10065,2267,2023-10-25,22898.78,10414.37,0
10066,2267,2024-01-16,23444.99,3320.56,0
10067,2267,2025-06-22,24121.92,2668.39,0
10068,2268,2019-04-17,9198.78,1106.32,0
10069,2268,2020-06-16,9250.16,1107.7,0
10070,2268,2021-04-02,10061.09,4537.73,0
10071,2268,2022-01-09,9558.03,342.06,0
10072,2268,2023-10-07,9594.97,4173.01,0
10073,2268,2024-01-06,9927.78,4387.33,0
10074,2268,2025-01-15,11044.97,6091.09,0
10075,2269,2024-10-20,163285.05,84712.05,689
10076,2269,2025-01-26,178022.07,89872.12,375
10077,2270,2021-03-27,82137.64,0.0,183
10078,2270,2022-01-07,81787.92,8643.68,350
10079,2270,2023-04-06,84009.31,30854.61,661
10080,2270,2024-10-26,87837.54,38390.79,51
10081,2270,2025-01-15,90301.18,12341.3,190
10082,2271,2020-03-23,12568.14,0.0,0
10083,2271,2021-10-24,13658.42,2545.33,0
10084,2271,2022-10-02,14131.32,4388.64,0
10085,2271,2023-10-25,14724.03,3948.72,0
10086,2271,2024-01-05,15339.04,5748.71,0
10087,2271,2025-06-28,15882.9,6103.68,0
10088,2272,2022-10-15,11954.42,4441.75,3
10089,2272,2023-07-25,12779.97,4613.35,0
10090,2272,2024-10-18,13818.78,5848.97,0
10091,2272,2025-03-01,15042.8,2965.41,0
10092,2273,2020-10-13,40331.56,0.0,163
10093,2273,2021-10-19,41871.13,18219.94,84
10094,2273,2022-01-01,44383.15,21757.67,285
10095,2273,2023-10-01,46415.84,27617.53,261
10096,2273,2024-10-28,53219.0,28929.97,182
10097,2273,2025-10-04,54164.22,11816.65,71
10098,2274,2020-06-24,11287.87,0.0,0
10099,2274,2021-10-27,11374.17,3854.11,0
10100,2274,2022-07-02,12536.35,3955.62,0
10101,2274,2023-10-02,13523.21,2127.63,16
10102,2274,2024-10-24,14001.43,2756.78,0
10103,2274,2025-10-04,14494.98,3271.12,0
10104,2275,2020-01-19,11867.69,524.67,0
10105,2275,2021-10-19,11752.17,0.0,0
10106,2275,2022-01-10,12453.44,2615.43,0
10107,2275,2023-10-18,13179.83,1054.59,0
10108,2275,2024-10-22,13768.73,3993.92,0
10109,2275,2025-01-01,16890.14,4715.28,0
10110,2276,2019-06-26,76914.82,14416.58,95
10111,2276,2020-10-20,75588.05,3108.59,110
10112,2276,2021-07-21,74944.07,37687.16,103
10113,2276,2022-06-11,82320.11,16617.95,155
10114,2276,2023-06-25,79443.32,18904.03,1000
10115,2276,2024-10-07,80656.17,15402.64,137
10116,2276,2025-03-13,84223.59,18666.6,138
10117,2277,2021-10-26,145064.59,0.0,289
10118,2277,2022-07-20,147919.35,75206.83,381
10119,2277,2023-04-24,154961.93,54574.28,295
10120,2277,2024-01-10,159611.7,26614.78,273
10121,2277,2025-04-03,200807.2,40660.53,965
10122,2278,2022-01-02,11034.0,1667.6,0
10123,2278,2023-07-12,10589.72,5798.34,0
10124,2278,2024-06-17,10833.18,2742.39,0
10125,2278,2025-01-20,11060.38,8571.6,0
10126,2279,2020-01-14,85165.53,0.0,113
10127,2279,2021-07-01,97648.13,22478.06,77
10128,2279,2022-03-23,104880.24,17702.05,248
10129,2279,2023-10-01,109968.53,55809.62,275
10130,2279,2024-10-07,118111.61,79168.02,672
10131,2279,2025-06-03,131053.45,70652.64,230
10132,2280,2022-01-24,16000.0,5760.56,0
10133,2280,2023-07-04,16359.43,7116.97,0
10134,2280,2024-07-10,17158.47,6930.0,0
10135,2281,2023-01-07,47957.03,6500.12,62
10136,2281,2024-10-03,50459.44,12617.35,255
10137,2281,2025-01-14,52994.19,26800.0,110
10138,2282,2020-10-27,75860.17,0.0,257
10139,2282,2021-01-07,79984.14,11348.79,564
10140,2282,2022-10-18,84783.31,27490.76,341
10141,2282,2023-10-05,90337.0,19461.73,181
10142,2282,2024-10-04,99043.33,44668.52,29
10143,2282,2025-10-19,107656.41,38287.89,180
10144,2283,2019-01-11,19754.88,8523.49,0
10145,2283,2020-03-28,19776.66,8146.31,0
10146,2283,2021-01-04,19704.81,2133.6,0
10147,2283,2022-04-05,20116.27,2742.92,0
10148,2283,2023-07-01,19540.94,8685.67,0
10149,2283,2024-06-19,19758.82,2805.11,0
10150,2283,2025-07-14,19958.29,3095.95,0
10151,2284,2019-10-12,11853.77,2840.41,14
10152,2284,2020-10-20,12212.38,7704.74,5
10153,2284,2021-04-01,12506.27,2331.75,0
10154,2284,2022-01-28,12427.68,6359.76,0
10155,2284,2023-04-01,15805.62,8501.24,0
10156,2284,2024-01-24,16543.31,4970.93,0
10157,2284,2025-03-16,17553.15,3104.42,0
10158,2285,2021-10-19,40867.26,20640.14,169
10159,2285,2022-01-24,41651.62,15995.16,205
10160,2285,2023-10-04,43134.75,20033.9,277
10161,2285,2024-10-01,43657.31,17411.95,354
10162,2285,2025-10-13,46471.79,14791.95,137
10163,2286,2023-07-12,46509.45,9049.3,108
10164,2286,2024-06-17,49044.52,45517.43,65
10165,2286,2025-06-04,54003.54,37835.08,110
10166,2287,2023-01-18,22739.49,7247.79,0
10167,2287,2024-06-02,24316.17,7133.22,0
10168,2287,2025-01-24,26385.2,9650.84,0
10169,2288,2023-01-18,17644.34,1737.36,0
10170,2288,2024-06-01,18991.53,6019.33,0
10171,2288,2025-10-09,19536.57,4743.85,0
10172,2289,2021-01-25,10302.66,7179.53,0
10173,2289,2022-10-15,12173.48,9117.25,0
10174,2289,2023-10-05,13024.43,3831.54,0
10175,2289,2024-06-04,13855.63,9164.39,0
10176,2289,2025-07-14,15281.53,3236.5,0
10177,2290,2024-07-05,41278.19,1443.4,201
10178,2290,2025-10-10,39555.94,2538.76,163
10179,2291,2021-06-12,82406.96,0.0,428
10180,2291,2022-04-27,84018.2,37003.3,484
10181,2291,2023-01-01,87052.56,19004.9,201
10182,2291,2024-06-21,89254.17,42002.64,248
10183,2291,2025-10-04,95122.14,31088.55,178
10184,2292,2021-01-25,19219.57,0.0,0
10185,2292,2022-10-18,18498.42,2290.94,0
10186,2292,2023-04-09,19490.43,10237.59,0
10187,2292,2024-10-20,20557.49,2536.09,0
10188,2292,2025-07-22,21242.06,9708.26,0
10189,2293,2023-06-08,11967.53,5185.65,8
10190,2293,2024-04-14,12322.39,3291.89,0
10191,2293,2025-03-02,12828.06,1419.06,0
10192,2294,2023-01-19,16179.89,6618.06,0
10193,2294,2024-10-09,20201.53,8027.07,0
10194,2294,2025-10-16,22561.49,19177.78,0
10195,2295,2022-10-26,16917.95,8313.95,0
10196,2295,2023-01-08,17444.89,7847.69,23
10197,2295,2024-01-01,20501.75,10537.57,0
10198,2295,2025-01-10,20035.63,8801.29,0
10199,2296,2019-10-21,54144.31,30730.23,136
10200,2296,2020-07-05,55631.06,38694.94,9
10201,2296,2021-07-20,57862.28,0.0,48
10202,2296,2022-10-09,62055.19,40325.95,62
10203,2296,2023-01-28,65794.5,24418.3,159
10204,2296,2024-01-02,81067.25,31768.28,118
10205,2296,2025-10-26,84516.51,25771.05,126
10206,2297,2019-10-17,72321.65,33413.18,412
10207,2297,2020-07-05,75061.82,0.0,275
10208,2297,2021-10-15,78771.87,25069.18,575
10209,2297,2022-07-15,84868.75,35974.95,84
10210,2297,2023-06-01,92438.69,28771.28,88
10211,2297,2024-04-14,100178.21,48138.75,269
10212,2297,2025-01-05,128228.11,79577.42,205
10213,2298,2019-06-08,17194.8,7336.79,0
10214,2298,2020-10-26,16951.68,9154.86,0
10215,2298,2021-10-17,16980.62,1803.63,1
10216,2298,2022-10-10,16589.25,2793.09,0
10217,2298,2023-04-11,18061.24,8831.46,0
10218,2298,2024-01-27,22143.11,3585.09,0
10219,2298,2025-01-06,26977.59,12848.92,0
10220,2299,2021-03-08,18225.61,827.98,6
10221,2299,2022-01-11,18457.63,554.44,0
10222,2299,2023-06-05,18740.07,4567.94,0
10223,2299,2024-01-06,19529.4,877.33,0
10224,2299,2025-10-12,20327.08,633.51,0
10225,2300,2021-07-03,49668.58,5549.72,171
10226,2300,2022-10-18,51346.16,2252.68,78
10227,2300,2023-03-17,52917.57,16919.41,118
10228,2300,2024-01-02,54602.9,8639.25,198
10229,2300,2025-06-27,55880.25,4571.12,133
10230,2301,2023-10-06,38607.61,7732.64,16
10231,2301,2024-01-19,39003.15,7793.21,399
10232,2301,2025-10-25,38847.71,1546.86,118
10233,2302,2023-01-24,42047.89,33736.41,312
10234,2302,2024-07-03,43278.41,7826.59,44
10235,2302,2025-01-17,46494.9,4650.22,137
10236,2303,2021-01-04,34645.44,16688.84,66
10237,2303,2022-06-01,36649.32,17470.13,139
10238,2303,2023-10-10,38310.66,15292.3,60
10239,2303,2024-01-24,39013.0,19634.26,116
10240,2303,2025-01-12,40944.41,8695.06,184
10241,2304,2020-06-25,93124.04,45767.68,183
10242,2304,2021-01-18,91729.94,36841.0,305
10243,2304,2022-04-07,92454.72,25969.8,338
10244,2304,2023-01-18,96839.06,30786.32,95
10245,2304,2024-03-13,105873.89,34136.08,145
10246,2304,2025-01-11,103643.74,27239.89,289
10247,2305,2019-10-23,20951.7,15242.51,0
10248,2305,2020-10-22,20775.58,0.0,49
10249,2305,2021-06-27,20713.04,3344.21,0
10250,2305,2022-10-06,22221.49,4428.78,0
10251,2305,2023-03-01,23881.29,2326.61,0
10252,2305,2024-07-08,25111.27,11947.57,30
10253,2305,2025-10-19,25724.02,13019.67,0
10254,2306,2024-10-14,20644.55,11274.67,0
10255,2306,2025-01-09,22804.78,3759.01,31
10256,2307,2020-10-16,11218.29,4416.06,0
10257,2307,2021-07-28,11426.81,0.0,0
10258,2307,2022-01-25,13795.99,10950.8,0
10259,2307,2023-10-26,14056.02,5538.22,0
10260,2307,2024-10-06,14025.11,7251.7,0
10261,2307,2025-01-13,16339.18,3426.62,0
10262,2308,2019-07-20,16947.24,3946.74,0
10263,2308,2020-06-17,16837.02,5486.95,30
10264,2308,2021-03-25,16739.96,5010.29,0
10265,2308,2022-01-14,17070.86,2153.03,0
10266,2308,2023-01-09,18240.88,5982.45,0
10267,2308,2024-01-22,23348.33,6443.55,17
10268,2308,2025-10-04,25647.13,8584.86,0
10269,2309,2021-10-04,14647.3,7730.53,0
10270,2309,2022-06-03,15946.02,2122.76,0
10271,2309,2023-01-26,16755.71,1083.58,0
10272,2309,2024-10-25,17437.99,2581.21,0
10273,2309,2025-10-19,18830.88,7534.01,0
10274,2310,2020-04-26,21636.7,0.0,0
10275,2310,2021-10-21,21944.11,3806.03,0
10276,2310,2022-04-08,23835.05,10622.72,0
10277,2310,2023-10-04,23354.55,2451.64,39
10278,2310,2024-03-24,24849.57,5807.49,0
10279,2310,2025-06-02,24778.74,2850.84,0
10280,2311,2023-07-21,13381.69,1634.19,0
10281,2311,2024-10-26,13980.1,7233.06,0
10282,2311,2025-01-02,14794.68,2205.1,17
10283,2312,2021-10-08,21446.89,9887.11,0
10284,2312,2022-01-06,21763.8,8221.71,0
10285,2312,2023-07-21,22642.08,7788.94,0
10286,2312,2024-01-21,23219.63,3235.25,37
10287,2312,2025-07-08,24274.37,12516.32,0
10288,2313,2022-10-18,83599.06,10300.88,738
10289,2314,2024-10-07,78910.25,9737.12,245
10290,2314,2025-01-07,82314.04,12809.11,121
10291,2315,2021-03-27,81935.14,29286.36,159
10292,2315,2022-01-01,89741.9,21963.88,636
10293,2315,2023-01-09,88546.33,25627.67,529
10294,2315,2024-06-03,89396.47,37271.97,254
10295,2315,2025-10-02,94915.57,26877.58,501
10296,2316,2021-01-17,12798.83,0.0,0
10297,2316,2022-01-07,12680.21,2629.79,0
10298,2316,2023-01-09,13850.21,4878.98,0
10299,2316,2024-01-25,13559.7,5618.91,6
10300,2316,2025-01-06,13967.57,6443.32,0
10301,2317,2020-10-02,18335.5,0.0,0
10302,2317,2021-01-25,18934.6,3873.58,0
10303,2317,2022-10-07,23729.27,9208.9,0
10304,2317,2023-10-27,25886.66,8975.53,0
10305,2317,2024-10-26,26890.24,8123.47,0
10306,2317,2025-01-04,29080.88,10695.17,0
10307,2318,2022-03-22,10595.73,5392.85,0
10308,2318,2023-03-05,10740.61,888.19,0
10309,2319,2023-07-24,37257.22,3897.7,93
10310,2319,2024-01-01,39727.25,10678.8,318
10311,2319,2025-01-27,39001.86,5871.87,144
10312,2320,2024-03-04,45779.36,17540.73,80
10313,2320,2025-10-09,49088.17,35270.38,554
10314,2321,2021-01-26,10688.83,349.05,0
10315,2321,2022-10-22,10399.89,5333.84,5
10316,2321,2023-04-03,10250.23,1033.04,0
10317,2321,2024-06-16,10164.15,1164.65,0
10318,2321,2025-01-16,9655.95,1898.04,0
10319,2322,2020-10-20,19696.29,10811.01,0
10320,2322,2021-01-26,19684.81,4913.38,0
10321,2322,2022-10-25,19807.49,1710.3,0
10322,2322,2023-04-23,20150.68,4839.73,48
10323,2322,2024-10-19,22570.15,12184.62,0
10324,2322,2025-06-07,23511.6,12143.26,0
10325,2323,2024-01-20,53281.01,14263.67,68
10326,2323,2025-06-22,57366.41,12125.71,21
10327,2324,2023-04-15,10637.56,2339.08,19
10328,2324,2024-10-06,11368.16,3515.74,0
10329,2324,2025-01-19,11683.99,758.95,0
10330,2325,2023-07-19,19246.43,7354.85,0
10331,2325,2024-10-06,20816.54,6195.28,0
10332,2325,2025-04-22,22255.11,12178.99,0
10333,2326,2020-04-26,38695.86,4768.73,52
10334,2326,2021-07-14,37654.6,1879.98,109
10335,2326,2022-10-17,36890.39,19856.29,79
10336,2326,2023-10-22,36590.91,7351.01,359
10337,2326,2024-06-17,38183.67,8614.69,193
10338,2326,2025-04-14,38927.43,9670.47,64
10339,2327,2022-06-03,202180.87,21655.13,424
10340,2327,2023-01-26,213386.72,138735.08,370
10341,2328,2023-10-16,173155.66,37340.02,720
10342,2328,2024-10-13,183246.38,89591.9,311
10343,2328,2025-01-09,204242.8,124075.41,156
10344,2329,2023-10-02,11596.49,2549.39,0
10345,2329,2024-01-04,11950.97,1914.97,0
10346,2329,2025-01-07,12216.38,6390.54,0
10347,2330,2023-04-22,43380.9,7797.45,130
10348,2330,2024-07-16,44102.79,4215.18,218
10349,2330,2025-01-10,44853.27,8804.63,63
10350,2331,2022-01-05,19050.28,9165.91,0
10351,2331,2023-07-14,19898.29,4794.68,0
10352,2331,2024-10-24,21249.12,8427.0,0
10353,2331,2025-01-24,21461.77,10933.93,0
10354,2332,2023-01-21,18991.48,8479.17,0
10355,2332,2024-10-16,21852.3,2794.71,0
10356,2332,2025-01-27,21721.14,8723.81,0
10357,2333,2021-01-14,36742.91,15297.38,30
10358,2333,2022-03-15,38825.25,17984.44,39
10359,2333,2023-01-13,39341.98,1685.55,120
10360,2334,2024-07-07,19798.6,2052.24,0
10361,2334,2025-07-16,20311.1,3481.23,0
10362,2335,2023-01-16,10571.23,561.53,0
10363,2335,2024-10-22,11405.53,2681.2,0
10364,2335,2025-10-24,11580.48,4877.68,0
10365,2336,2020-06-11,12090.88,6015.78,0
10366,2336,2021-10-18,12056.87,5070.32,0
10367,2336,2022-01-24,12680.83,2951.04,0
10368,2336,2023-10-18,13861.2,4465.84,0
10369,2336,2024-01-21,13975.23,2526.76,0
10370,2336,2025-10-05,14444.68,3739.19,0
10371,2337,2024-01-23,30470.79,8364.83,126
10372,2337,2025-07-09,34029.69,21145.18,179
10373,2338,2020-07-03,81113.85,16506.16,151
10374,2338,2021-04-07,82175.14,7733.32,528
10375,2338,2022-06-03,88866.97,32293.84,558
10376,2338,2023-01-16,107530.96,59434.26,103
10377,2338,2024-01-15,128261.78,19423.87,268
10378,2338,2025-10-26,157268.16,96653.04,518
10379,2339,2023-10-26,69534.14,28068.28,988
10380,2339,2024-01-04,82610.86,70740.82,114
10381,2339,2025-06-10,87717.61,24187.37,382
10382,2340,2020-01-01,8700.0,3130.86,0
10383,2340,2021-03-01,8552.26,2095.66,0
10384,2340,2022-01-08,9157.87,4594.04,0
10385,2340,2023-03-15,9542.6,4298.36,0
10386,2340,2024-10-24,9892.05,2517.09,0
10387,2340,2025-10-08,12190.76,6725.89,0
10388,2341,2019-10-13,10202.47,2764.66,0
10389,2341,2020-07-14,10241.47,0.0,8
10390,2341,2021-10-09,10071.45,3551.56,0
10391,2341,2022-10-21,10505.22,1507.9,0
10392,2341,2023-07-05,11304.04,4985.12,0
10393,2341,2024-01-16,12151.71,2815.67,0
10394,2341,2025-06-22,12550.71,5856.02,0
10395,2342,2020-01-03,19026.01,0.0,0
10396,2342,2021-06-13,18134.26,8753.55,0
10397,2342,2022-07-06,18011.6,1786.45,0
10398,2342,2023-07-20,21207.32,9333.83,32
10399,2342,2024-01-25,22174.08,5301.69,0
10400,2342,2025-03-23,24514.92,9336.09,0
10401,2343,2021-03-13,10203.85,1375.93,0
10402,2343,2022-01-26,10218.6,959.93,0
10403,2343,2023-04-12,9855.75,521.72,0
10404,2343,2024-10-05,9635.41,2811.44,0
10405,2344,2021-01-08,12712.85,2009.12,0
10406,2344,2022-04-10,12256.04,535.99,31
10407,2344,2023-01-22,12628.77,2260.89,0
10408,2344,2024-01-12,13549.84,1471.34,43
10409,2345,2021-01-13,1065790.6199999999,19782.52,168
10410,2345,2022-10-06,175609.07,53993.38,639
10411,2345,2023-01-16,187588.74,96338.53,263
10412,2345,2024-07-07,187208.72,38721.65,296
10413,2345,2025-10-08,200944.44,114585.15,728
10414,2346,2021-10-14,87568.34,12069.56,154
10415,2346,2022-10-28,89614.22,19061.65,440
10416,2346,2023-04-05,97127.81,14418.82,450
10417,2346,2024-03-19,99540.14,9140.87,333
10418,2346,2025-06-15,107197.16,11730.37,805
10419,2347,2019-10-01,19558.6,7461.4,0
10420,2347,2020-10-14,18989.94,9219.73,0
10421,2347,2021-10-14,18751.8,1691.21,0
10422,2347,2022-10-25,19073.44,4556.29,44
10423,2347,2023-10-07,20427.52,2890.8,0
10424,2347,2024-07-13,20956.34,819.26,0
10425,2347,2025-10-07,21480.42,6351.84,0
10426,2348,2020-06-13,88751.75,19517.04,499
10427,2348,2021-03-04,88118.7,35884.4,458
10428,2348,2022-01-12,91417.04,26863.14,306
10429,2348,2023-03-08,91294.53,27131.14,495
10430,2348,2024-10-08,95193.53,45163.73,736
10431,2348,2025-10-06,99640.29,12545.88,445
10432,2349,2022-10-20,42651.21,1959.97,206
10433,2349,2023-01-03,45280.63,4066.01,85
10434,2349,2024-01-13,55990.14,7378.97,133
10435,2349,2025-10-18,60287.08,7832.71,204
10436,2350,2020-10-14,17855.02,8326.33,27
10437,2350,2021-04-19,17809.63,5036.62,0
10438,2350,2022-01-12,18116.53,2129.91,0
10439,2350,2023-01-03,19031.07,8945.57,0
10440,2350,2024-03-17,19927.48,11025.18,0
10441,2350,2025-01-20,22890.6,7703.78,0
10442,2351,2021-07-13,115000.0,0.0,886
10443,2351,2022-07-18,111706.62,4551.05,295
10444,2351,2023-07-12,109708.41,51534.86,145
10445,2351,2024-01-12,115298.02,10606.4,332
10446,2351,2025-01-14,119188.85,26099.18,992
10447,2352,2019-01-25,12191.46,977.93,0
10448,2352,2020-01-22,12238.61,0.0,0
10449,2352,2021-10-21,12141.9,3121.11,0
10450,2352,2022-10-09,13721.55,4295.02,0
10451,2352,2023-01-09,14206.75,1154.08,0
10452,2352,2024-10-13,15384.66,7907.3,0
10453,2352,2025-06-27,18861.41,4244.88,0
10454,2353,2019-07-26,10834.76,8641.38,0
